"Matrix","nitrogen","oxygen","ph","phosphorus","temperature","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium","Season01","Month","Seasonr","PercHighIntens","PercAgri","Region"
"water","*","7.8","8.18","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.31","8.64","*","30.6","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.1","7.48","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.53","6.72","*","26.9","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.59","7.63","*","21.4","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.64","4.52","7.5","*","22","25","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.75","*","25","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.82","7.36","*","20.5","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.4","8.48","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","4","7.12","*","20","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.5","7.64","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.031","2.02","8.05","*","21.5","3.8","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","5.5","7.73","*","24","*","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","9.35","7.63","*","26.47","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.65","7.74","*","26.16","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7","7","*","26","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.2","7.11","*","25.2","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.08","7.68","*","25.2","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","9","7","*","26","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","0.14","0.39","7.41","*","24.1","65","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.78","7.42","*","20.6","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","0.29","4.46","6.92","*","18.3","32","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","6","8","*","25","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","2.61","7.27","*","17.9","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","7","8","*","24","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.29","6.99","*","20.5","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","7","8","*","26","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.55","8.08","*","25.8","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.02","7.28","*","23.7","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","1.24","7.39","*","21.9","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.88","7.49","*","22.7","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","0.84","4.11","7.52","*","20.9","16","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","6","8","*","26","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.22","8.52","*","22.4","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","7","8","*","26","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.01","7.55","*","22","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","6","7","*","26","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.93","7.66","*","19.2","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","0","1.47","6.71","*","26.2","3.8","*","*","*","*","*","dry","8","dry","2.99070155978253","76.522191638251","South"
"water","*","7","7","*","26","*","*","*","*","*","*","dry","8","dry","2.99070155978253","76.522191638251","South"
"water","*","7.4","8.1","*","23","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","0.139","6.05","7.77","*","20.53","13.9","*","*","*","0.17","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","8","7.7","*","25","*","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","0.086","7.7","7.85","*","24.27","0","*","*","*","0.04","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","0.089","6.54843110504775","7.95","*","21.89","3.2","*","*","*","0.35","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.3","8.6","*","22.9","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.6","8.2","*","25.1","*","*","*","*","*","*","dry","8","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0.061","8.15825375170532","8.03","*","16","0.9","*","*","*","0.06","*","dry","8","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","6.2","7.02","*","25","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.78","7.1","*","31.9","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.8","8.37","*","26","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","0.19","0.33","7.05","*","32","150","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.56","9.95","*","21.1","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","0.24","4.72","7.11","*","25.4","31","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.3","7.3","*","26","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.6","7.9","*","23.7","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","0.189","7.42155525238745","7.67","*","19.74","0","*","*","*","0.17","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.62","6.69","*","22.8","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.81","7.44","*","31.3","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.2","7.72","*","26","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.05","7.37","*","22.2","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.26","6.87","*","23.6","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","0.51","3.29","7.6","*","24.7","7.8","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","8","7.58","*","24","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.78","8","*","21.3","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","1.21","7.45","*","19","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.4","8.2","*","23.8","*","*","*","*","*","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","0.042","7.92","7.71","*","21.99","0","*","*","*","0.03","*","dry","9","dry","1.14840511162082","84.316574777162","Central"
"water","0.202","4.82","7.83","*","21.26","0.8","*","*","*","0.52","*","dry","9","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.8","8.6","*","23.9","*","*","*","*","*","*","dry","9","dry","0.557554028377577","77.3952613874278","North"
"water","*","5.21","7.31","*","19.7","*","*","*","*","*","*","dry","9","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.6","8","*","24.7","*","*","*","*","*","*","dry","9","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0.034","8.23101409731696","7.28","*","15.3","0","*","*","*","0.07","*","dry","9","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0","1.95","7.01","*","28.7","3.6","*","*","*","*","*","dry","9","dry","2.99070155978253","76.522191638251","South"
"water","*","7.9","7.42","*","24","*","*","*","*","*","*","dry","9","dry","2.99070155978253","76.522191638251","South"
"water","*","8.2","7.21","*","26","*","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","0.95","2.84","7.1","*","20.6","40","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.94","7.41","*","15.6","*","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","7.06","*","24","*","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","1.5","3.41","7.3","*","16.6","26","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.9","7.25","*","26","*","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.3","8.3","*","23.8","*","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","0.153","7.76","7.05","*","14.94","*","*","*","*","0.4","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.8","7.5","*","25.4","*","*","*","*","*","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","0.044","7.55798090040928","6.61","*","13.09","*","*","*","*","0.03","*","wet","10","wet","1.14840511162082","84.316574777162","Central"
"water","0.162","8.2037289677126","7.33","*","19.85","*","*","*","*","0.31","*","wet","10","wet","0.557554028377577","77.3952613874278","North"
"water","*","8","8.4","*","23.8","*","*","*","*","*","*","wet","10","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.7","7.8","*","24.4","*","*","*","*","*","*","wet","10","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.058","8.01","6.78","*","12.8","*","*","*","*","0.06","*","wet","10","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","1.17","7.08","*","16.45","*","*","*","*","*","*","wet","10","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","0.73","7.26","*","18.2","*","*","*","*","*","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.8","7.28","*","26","*","*","*","*","*","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","0.23","0.58","6.92","*","17.4","18","*","*","*","*","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","8.2","*","24.5","*","*","*","*","*","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","0.039","7.34","7.47","*","17.41","*","*","*","*","0.19","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.1","7.7","*","21.2","*","*","*","*","*","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","0","8.92","7.28","*","14.13","*","*","*","*","0.02","*","dry","11","wet","1.14840511162082","84.316574777162","Central"
"water","0.225","8.07639836289222","8.05","*","17.5","*","*","*","*","0.54","*","dry","11","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.1","8.6","*","24.2","*","*","*","*","*","*","dry","11","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.6","8.3","*","22.7","*","*","*","*","*","*","dry","11","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.043","7.45793542519327","7.43","*","15.61","*","*","*","*","0.09","*","dry","11","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","7.3","8.2","8.48","*","13.4","*","*","*","*","*","*","dry","11","dry","0.557554028377577","77.3952613874278","North"
"water","*","11.8","9.71","*","25.3","*","*","*","*","*","*","wet","12","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","1.7","*","9.09","0.76","14.01","550","*","0.65","*","*","*","wet","12","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","2.6","*","7.5","0.27","14.23","45","*","0.15","*","*","*","wet","12","wet","2.99070155978253","76.522191638251","South"
"water","*","11.5","7.3","*","26","*","*","*","*","*","*","wet","12","wet","2.99070155978253","76.522191638251","South"
"water","*","5.3","7.34","*","25","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.23","2.25","7.37","*","14.9","650","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.95","7.47","*","11.6","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.3","8.39","*","25","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.27","8.08","*","21.9","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.036","10.05","7.74","*","11.39","0.4","*","*","*","0.22","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","5.3","0.67","6.8","*","13.1","170","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.4","7.35","*","26","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","2.7","5.09","8.62","*","10.7","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.86","8.86","*","7.7","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","5","6.97","9.18","*","10.6","32","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.2","7.12","*","24","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.5","7.7","*","23.7","*","*","*","*","*","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.06","8.3037744429286","7.26","*","8.89","0","*","*","*","0.02","*","wet","12","wet","1.14840511162082","84.316574777162","Central"
"water","0.668","9.33","7.67","*","10.43","175","*","*","*","0.12","*","wet","12","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.4","8.2","*","24.4","*","*","*","*","*","*","wet","12","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.3","7.91","*","24.5","*","*","*","*","*","*","wet","12","wet","1.29540878851541","79.3360469187675","Sacramento"
